Border,Date,Measure,Value,Average 
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Full,1000732,755042
US-Canada Border,09/01/2004 12:00:00 AM,Bus Passengers,772416,700551
US-Mexico Border,09/01/2004 12:00:00 AM,Trucks,738590,687879
US-Mexico Border,09/01/2004 12:00:00 AM,Bus Passengers,488324,549123
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Full,469222,375103
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Empty,277222,289520
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Full,244892,176279
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Empty,167570,127305
US-Canada Border,09/01/2004 12:00:00 AM,Pedestrians,143524,122194
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Empty,76102,57469
US-Canada Border,09/01/2004 12:00:00 AM,Train Passengers,59374,40789
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Empty,58856,44980
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Full,51752,37827
US-Mexico Border,09/01/2004 12:00:00 AM,Buses,44396,43556
US-Canada Border,09/01/2004 12:00:00 AM,Buses,30196,28468
US-Canada Border,09/01/2004 12:00:00 AM,Trains,5298,5516
US-Mexico Border,09/01/2004 12:00:00 AM,Train Passengers,2048,2395
US-Mexico Border,09/01/2004 12:00:00 AM,Trains,1256,1197
US-Mexico Border,08/01/2004 12:00:00 AM,Personal Vehicle Passengers,32546470,35099408
US-Mexico Border,08/01/2004 12:00:00 AM,Personal Vehicles,15324644,14146634
US-Canada Border,08/01/2004 12:00:00 AM,Personal Vehicle Passengers,15178268,13658888
US-Mexico Border,08/01/2004 12:00:00 AM,Pedestrians,7963598,7702418
US-Canada Border,08/01/2004 12:00:00 AM,Personal Vehicles,6756618,5897459
US-Canada Border,08/01/2004 12:00:00 AM,Trucks,1219450,1084502
US-Canada Border,08/01/2004 12:00:00 AM,Truck Containers Full,1025906,752413
US-Canada Border,08/01/2004 12:00:00 AM,Bus Passengers,895666,698657
US-Mexico Border,08/01/2004 12:00:00 AM,Trucks,751786,687259
US-Mexico Border,08/01/2004 12:00:00 AM,Bus Passengers,597220,548656
US-Mexico Border,08/01/2004 12:00:00 AM,Truck Containers Full,474022,374143
US-Mexico Border,08/01/2004 12:00:00 AM,Truck Containers Empty,287262,289542
US-Canada Border,08/01/2004 12:00:00 AM,Rail Containers Full,255544,175509
US-Canada Border,08/01/2004 12:00:00 AM,Pedestrians,235782,121091
US-Canada Border,08/01/2004 12:00:00 AM,Truck Containers Empty,168940,126901
US-Canada Border,08/01/2004 12:00:00 AM,Rail Containers Empty,79270,57258
US-Canada Border,08/01/2004 12:00:00 AM,Train Passengers,66666,40538
US-Mexico Border,08/01/2004 12:00:00 AM,Rail Containers Empty,60328,44831
US-Mexico Border,08/01/2004 12:00:00 AM,Rail Containers Full,54422,37666
US-Mexico Border,08/01/2004 12:00:00 AM,Buses,45500,43537
US-Canada Border,08/01/2004 12:00:00 AM,Buses,33948,28415
US-Canada Border,08/01/2004 12:00:00 AM,Trains,5624,5515
US-Mexico Border,08/01/2004 12:00:00 AM,Train Passengers,2416,2395
US-Mexico Border,08/01/2004 12:00:00 AM,Trains,1400,1195
US-Mexico Border,07/01/2004 12:00:00 AM,Personal Vehicle Passengers,35274400,35097693
US-Mexico Border,07/01/2004 12:00:00 AM,Personal Vehicles,15229620,14136016
US-Canada Border,07/01/2004 12:00:00 AM,Personal Vehicle Passengers,15025862,13645486
US-Mexico Border,07/01/2004 12:00:00 AM,Pedestrians,8293612,7696622
US-Canada Border,07/01/2004 12:00:00 AM,Personal Vehicles,6546524,5891095
US-Canada Border,07/01/2004 12:00:00 AM,Trucks,1096058,1084388
US-Canada Border,07/01/2004 12:00:00 AM,Truck Containers Full,934590,750627
US-Canada Border,07/01/2004 12:00:00 AM,Bus Passengers,902270,696661
US-Mexico Border,07/01/2004 12:00:00 AM,Trucks,733344,686807
US-Mexico Border,07/01/2004 12:00:00 AM,Bus Passengers,690870,547261
US-Mexico Border,07/01/2004 12:00:00 AM,Truck Containers Full,457194,373329
US-Canada Border,07/01/2004 12:00:00 AM,Pedestrians,372244,118629
US-Mexico Border,07/01/2004 12:00:00 AM,Truck Containers Empty,280520,289630
US-Canada Border,07/01/2004 12:00:00 AM,Rail Containers Full,230018,174975
US-Canada Border,07/01/2004 12:00:00 AM,Truck Containers Empty,151510,126660
US-Canada Border,07/01/2004 12:00:00 AM,Rail Containers Empty,77932,57055
US-Canada Border,07/01/2004 12:00:00 AM,Train Passengers,58094,40366
US-Mexico Border,07/01/2004 12:00:00 AM,Rail Containers Empty,55810,44723
US-Mexico Border,07/01/2004 12:00:00 AM,Rail Containers Full,50384,37542
US-Mexico Border,07/01/2004 12:00:00 AM,Buses,47342,43499
US-Canada Border,07/01/2004 12:00:00 AM,Buses,35588,28345
US-Canada Border,07/01/2004 12:00:00 AM,Trains,5406,5516
US-Mexico Border,07/01/2004 12:00:00 AM,Train Passengers,1924,2400
US-Mexico Border,07/01/2004 12:00:00 AM,Trains,1288,1194
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,30944446,35138814
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicles,14927186,14128183
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,11509356,13666636
US-Mexico Border,06/01/2004 12:00:00 AM,Pedestrians,7604478,7697535
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicles,5613736,5893841
US-Canada Border,06/01/2004 12:00:00 AM,Trucks,1242750,1082820
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Full,1041316,747749
US-Canada Border,06/01/2004 12:00:00 AM,Bus Passengers,840828,695234
US-Mexico Border,06/01/2004 12:00:00 AM,Trucks,776170,685922
US-Mexico Border,06/01/2004 12:00:00 AM,Bus Passengers,538782,547345
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Full,490440,372169
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Empty,283136,289695
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Full,255558,174177
US-Canada Border,06/01/2004 12:00:00 AM,Pedestrians,226166,117564
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Empty,166334,126267
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Empty,81432,56814
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Empty,57486,44597
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Full,56880,37350
US-Mexico Border,06/01/2004 12:00:00 AM,Buses,42612,43508
US-Canada Border,06/01/2004 12:00:00 AM,Buses,34878,28280
US-Canada Border,06/01/2004 12:00:00 AM,Train Passengers,32570,40443
US-Canada Border,06/01/2004 12:00:00 AM,Trains,5664,5515
US-Mexico Border,06/01/2004 12:00:00 AM,Train Passengers,2100,2403
US-Mexico Border,06/01/2004 12:00:00 AM,Trains,1292,1193
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,33055216,35159650
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicles,15634842,14113116
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,10480410,13698499
US-Mexico Border,05/01/2004 12:00:00 AM,Pedestrians,7989658,7694614
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicles,5148580,5901294
US-Canada Border,05/01/2004 12:00:00 AM,Trucks,1181080,1081838
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Full,1002030,745206
US-Canada Border,05/01/2004 12:00:00 AM,Bus Passengers,774644,694439
US-Mexico Border,05/01/2004 12:00:00 AM,Trucks,753600,685246
US-Mexico Border,05/01/2004 12:00:00 AM,Bus Passengers,529688,547522
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Full,479692,371094
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Empty,271984,289872
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Full,254810,173371
US-Canada Border,05/01/2004 12:00:00 AM,Pedestrians,194796,116792
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Empty,154444,125985
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Empty,83990,56542
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Empty,62560,44417
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Full,56368,37160
US-Mexico Border,05/01/2004 12:00:00 AM,Buses,43654,43507
US-Canada Border,05/01/2004 12:00:00 AM,Train Passengers,29356,40554
US-Canada Border,05/01/2004 12:00:00 AM,Buses,29052,28272
US-Canada Border,05/01/2004 12:00:00 AM,Trains,5704,5513
US-Mexico Border,05/01/2004 12:00:00 AM,Train Passengers,2114,2406
US-Mexico Border,05/01/2004 12:00:00 AM,Trains,1332,1192
US-Mexico Border,04/01/2004 12:00:00 AM,Personal Vehicle Passengers,32010976,35191455
US-Mexico Border,04/01/2004 12:00:00 AM,Personal Vehicles,15076224,14103388
US-Canada Border,04/01/2004 12:00:00 AM,Personal Vehicle Passengers,9277516,13743155
US-Mexico Border,04/01/2004 12:00:00 AM,Pedestrians,8051198,7691012
US-Canada Border,04/01/2004 12:00:00 AM,Personal Vehicles,4605254,5914385
US-Canada Border,04/01/2004 12:00:00 AM,Trucks,1157958,1081069
US-Canada Border,04/01/2004 12:00:00 AM,Truck Containers Full,992142,742711
US-Mexico Border,04/01/2004 12:00:00 AM,Trucks,770400,684385
US-Mexico Border,04/01/2004 12:00:00 AM,Bus Passengers,594914,547043
US-Canada Border,04/01/2004 12:00:00 AM,Bus Passengers,590300,695491
US-Mexico Border,04/01/2004 12:00:00 AM,Truck Containers Full,496152,369831
US-Mexico Border,04/01/2004 12:00:00 AM,Truck Containers Empty,273144,290041
US-Canada Border,04/01/2004 12:00:00 AM,Rail Containers Full,259038,172505
US-Canada Border,04/01/2004 12:00:00 AM,Truck Containers Empty,152398,125718
US-Canada Border,04/01/2004 12:00:00 AM,Pedestrians,80556,117158
US-Canada Border,04/01/2004 12:00:00 AM,Rail Containers Empty,76586,56339
US-Mexico Border,04/01/2004 12:00:00 AM,Rail Containers Empty,62840,44231
US-Mexico Border,04/01/2004 12:00:00 AM,Rail Containers Full,50736,37023
US-Mexico Border,04/01/2004 12:00:00 AM,Buses,45004,43492
US-Canada Border,04/01/2004 12:00:00 AM,Train Passengers,30954,40651
US-Canada Border,04/01/2004 12:00:00 AM,Buses,24230,28313
US-Canada Border,04/01/2004 12:00:00 AM,Trains,5724,5510
US-Mexico Border,04/01/2004 12:00:00 AM,Train Passengers,2034,2409
US-Mexico Border,04/01/2004 12:00:00 AM,Trains,1290,1191
US-Mexico Border,03/01/2004 12:00:00 AM,Personal Vehicle Passengers,32437766,35219554
US-Mexico Border,03/01/2004 12:00:00 AM,Personal Vehicles,15782814,14086251
US-Canada Border,03/01/2004 12:00:00 AM,Personal Vehicle Passengers,9484946,13786606
US-Mexico Border,03/01/2004 12:00:00 AM,Pedestrians,8928384,7678385
US-Canada Border,03/01/2004 12:00:00 AM,Personal Vehicles,4614212,5927652
US-Canada Border,03/01/2004 12:00:00 AM,Trucks,1256370,1079280
US-Canada Border,03/01/2004 12:00:00 AM,Truck Containers Full,1049500,739581
US-Mexico Border,03/01/2004 12:00:00 AM,Trucks,842306,682774
US-Mexico Border,03/01/2004 12:00:00 AM,Bus Passengers,590900,546596
US-Canada Border,03/01/2004 12:00:00 AM,Bus Passengers,554452,696931
US-Mexico Border,03/01/2004 12:00:00 AM,Truck Containers Full,536200,368133
US-Mexico Border,03/01/2004 12:00:00 AM,Truck Containers Empty,302854,289910
US-Canada Border,03/01/2004 12:00:00 AM,Rail Containers Full,262600,171586
US-Canada Border,03/01/2004 12:00:00 AM,Truck Containers Empty,176332,125202
US-Canada Border,03/01/2004 12:00:00 AM,Rail Containers Empty,84072,56056
US-Mexico Border,03/01/2004 12:00:00 AM,Rail Containers Empty,64216,44027
US-Canada Border,03/01/2004 12:00:00 AM,Pedestrians,58698,117754
US-Mexico Border,03/01/2004 12:00:00 AM,Rail Containers Full,50806,36882
US-Mexico Border,03/01/2004 12:00:00 AM,Buses,45988,43466
US-Canada Border,03/01/2004 12:00:00 AM,Train Passengers,29272,40767
US-Canada Border,03/01/2004 12:00:00 AM,Buses,23374,28364
US-Canada Border,03/01/2004 12:00:00 AM,Trains,6074,5505
US-Mexico Border,03/01/2004 12:00:00 AM,Train Passengers,2320,2410
US-Mexico Border,03/01/2004 12:00:00 AM,Trains,1380,1189
US-Mexico Border,02/01/2004 12:00:00 AM,Personal Vehicle Passengers,29596108,35277527
US-Mexico Border,02/01/2004 12:00:00 AM,Personal Vehicles,14365020,14083377
US-Canada Border,02/01/2004 12:00:00 AM,Personal Vehicle Passengers,8299866,13843170
US-Mexico Border,02/01/2004 12:00:00 AM,Pedestrians,8020034,7674863
US-Canada Border,02/01/2004 12:00:00 AM,Personal Vehicles,4269128,5944751
US-Canada Border,02/01/2004 12:00:00 AM,Trucks,1088812,1079182
US-Canada Border,02/01/2004 12:00:00 AM,Truck Containers Full,907386,737851
US-Mexico Border,02/01/2004 12:00:00 AM,Trucks,709328,682500
US-Mexico Border,02/01/2004 12:00:00 AM,Bus Passengers,519808,546872
US-Canada Border,02/01/2004 12:00:00 AM,Bus Passengers,499102,698970
US-Mexico Border,02/01/2004 12:00:00 AM,Truck Containers Full,453312,367255
US-Mexico Border,02/01/2004 12:00:00 AM,Truck Containers Empty,262594,290191
US-Canada Border,02/01/2004 12:00:00 AM,Rail Containers Full,238668,170895
US-Canada Border,02/01/2004 12:00:00 AM,Truck Containers Empty,158034,124863
US-Canada Border,02/01/2004 12:00:00 AM,Rail Containers Empty,70708,55905
US-Canada Border,02/01/2004 12:00:00 AM,Pedestrians,59628,118353
US-Mexico Border,02/01/2004 12:00:00 AM,Rail Containers Empty,51004,43955
US-Mexico Border,02/01/2004 12:00:00 AM,Buses,44072,43460
US-Mexico Border,02/01/2004 12:00:00 AM,Rail Containers Full,41172,36838
US-Canada Border,02/01/2004 12:00:00 AM,Train Passengers,25568,40924
US-Canada Border,02/01/2004 12:00:00 AM,Buses,20826,28441
US-Canada Border,02/01/2004 12:00:00 AM,Trains,5288,5507
US-Mexico Border,02/01/2004 12:00:00 AM,Train Passengers,1954,2415
US-Mexico Border,02/01/2004 12:00:00 AM,Trains,1206,1189
US-Mexico Border,01/01/2004 12:00:00 AM,Personal Vehicle Passengers,31858102,35313146
US-Mexico Border,01/01/2004 12:00:00 AM,Personal Vehicles,15009850,14073726
US-Mexico Border,01/01/2004 12:00:00 AM,Pedestrians,8004774,7671427
US-Canada Border,01/01/2004 12:00:00 AM,Personal Vehicle Passengers,7764908,13906486
US-Canada Border,01/01/2004 12:00:00 AM,Personal Vehicles,4030828,5964687
US-Canada Border,01/01/2004 12:00:00 AM,Trucks,1034250,1079650
US-Canada Border,01/01/2004 12:00:00 AM,Truck Containers Full,878374,736387
US-Mexico Border,01/01/2004 12:00:00 AM,Trucks,714146,682171
US-Mexico Border,01/01/2004 12:00:00 AM,Bus Passengers,608482,546230
US-Canada Border,01/01/2004 12:00:00 AM,Bus Passengers,492710,701119
US-Mexico Border,01/01/2004 12:00:00 AM,Truck Containers Full,439076,366507
US-Mexico Border,01/01/2004 12:00:00 AM,Truck Containers Empty,274652,290353
US-Canada Border,01/01/2004 12:00:00 AM,Rail Containers Full,213880,170447
US-Canada Border,01/01/2004 12:00:00 AM,Truck Containers Empty,149638,124605
US-Canada Border,01/01/2004 12:00:00 AM,Rail Containers Empty,67146,55788
US-Mexico Border,01/01/2004 12:00:00 AM,Rail Containers Empty,63190,43755
US-Canada Border,01/01/2004 12:00:00 AM,Pedestrians,60926,118952
US-Mexico Border,01/01/2004 12:00:00 AM,Buses,47718,43415
US-Mexico Border,01/01/2004 12:00:00 AM,Rail Containers Full,36016,36846
US-Canada Border,01/01/2004 12:00:00 AM,Train Passengers,27812,41060
US-Canada Border,01/01/2004 12:00:00 AM,Buses,21068,28518
US-Canada Border,01/01/2004 12:00:00 AM,Trains,5440,5508
US-Mexico Border,01/01/2004 12:00:00 AM,Train Passengers,2232,2417
US-Mexico Border,01/01/2004 12:00:00 AM,Trains,1308,1187
US-Mexico Border,12/01/2003 12:00:00 AM,Personal Vehicle Passengers,36161466,35304217
US-Mexico Border,12/01/2003 12:00:00 AM,Personal Vehicles,15793914,14055619
US-Mexico Border,12/01/2003 12:00:00 AM,Pedestrians,9192954,7655411
US-Canada Border,12/01/2003 12:00:00 AM,Personal Vehicle Passengers,9046810,13957640
US-Canada Border,12/01/2003 12:00:00 AM,Personal Vehicles,4387304,5981291
US-Canada Border,12/01/2003 12:00:00 AM,Trucks,1001032,1080478
US-Canada Border,12/01/2003 12:00:00 AM,Truck Containers Full,841612,735280
US-Mexico Border,12/01/2003 12:00:00 AM,Trucks,677010,682225
US-Mexico Border,12/01/2003 12:00:00 AM,Bus Passengers,617820,545476
US-Canada Border,12/01/2003 12:00:00 AM,Bus Passengers,472514,703525
US-Mexico Border,12/01/2003 12:00:00 AM,Truck Containers Full,415956,365986
US-Mexico Border,12/01/2003 12:00:00 AM,Truck Containers Empty,276286,290501
US-Canada Border,12/01/2003 12:00:00 AM,Rail Containers Full,235134,169766
US-Canada Border,12/01/2003 12:00:00 AM,Truck Containers Empty,146480,124375
